time_s,V_sim,T_seven_C,T_MEA_C,ice_volume_max,ice_saturation_max,liquid_saturation_max,lambda_aCL,lambda_PEM,lambda_cCL,lambda_oversat_CL,CL_frozen_ion_water,gas_porosity_min,V_Erev,V_act,V_ohm,V_con,R_aCL,R_PEM,R_cCL,jlim_H,jlim_O,reaction_weight_max,nucleation_progress,V_exp,T_exp_C,water_residual,energy_residual
2.6,0.660315063925409,-19.9768073902065,-19.9721408730629,0,0,0,2.96255115048396,3.00322321221039,3.12231053359355,-4.14497958908731,0,0.3916,1.25871417845502,0.593238132364112,0.00516001851239143,9.63653104602894e-07,1.31174866247178e-05,2.25062670469024e-05,4.155052679111e-05,3433880.58955646,373635.126230225,1.00000126846696,1,0.8,-19.9784650696349,1.18341752387756e-17,3.69448416304152e-10
2.8,0.660324243680746,-19.9751061987005,-19.9704366235696,0,0,0,2.96307912947227,3.00419341821245,3.12803810845908,-4.13715888548088,0,0.3916,1.25871267188833,0.593232774680097,0.00515468987260214,9.63654886402894e-07,1.31140018674223e-05,2.24963260851373e-05,4.14832236173628e-05,3433897.88691376,373636.95140657,1.00000126626595,1,0.8,-19.9771055344316,1.96829281118218e-17,3.30056981745486e-10
3,0.655661828274772,-19.9732841356475,-19.9681464227858,0,0,0,2.96292594589457,3.00523042232706,3.13420020160446,-4.12917132113313,0,0.3916,1.25871044196803,0.597383751710242,0.00566380193555548,1.0600474638668e-06,1.31130589786081e-05,2.24853991031385e-05,4.14075413034039e-05,3433920.69740064,373634.428608296,1.00000133197456,1,0.8,-19.9756733431688,-5.06750695584686e-18,3.73828079602845e-10
3.2,0.657958640623639,-19.9714666353293,-19.9665400342319,0,0,0,2.96297882915428,3.00632186339134,3.14034100314148,-4.12104324281608,0,0.3916,1.25870911002554,0.595349103674474,0.00540035387413949,1.01185329218285e-06,1.31112468635701e-05,2.24744240407647e-05,4.13337207082492e-05,3433937.57351603,373638.767253102,1.00000137752409,1,0.8,-19.9742068055476,-3.1416981409254e-19,2.67700084322087e-10
3.4,0.660353005074844,-19.9697498775639,-19.9650692427563,0,0,0,2.96401892772274,3.00748894924751,3.14545001716569,-4.11411888464465,0,0.3916,1.25870792155898,0.593215881459334,0.00513807136488313,9.63659923165587e-07,1.31054153955073e-05,2.24628067588791e-05,4.12735590235929e-05,3433952.64871104,373642.931702733,1.00000131742782,1,0.8,-19.9728209222263,-5.9384950536407e-18,2.32958430324004e-10
3.6,0.65797712586822,-19.9680057281647,-19.9631047311817,0,0,0,2.96489773547256,3.00872718611922,3.15035517262732,-4.10773663991933,0,0.3916,1.25870609120825,0.595338396821447,0.00538955666200179,1.01185657671372e-06,1.30999791625683e-05,2.24501986312427e-05,4.12134254722149e-05,3433972.25474821,373642.595850764,1.00000131848132,1,0.8,-19.9714388687345,-1.84806707223127e-18,2.5321311714066e-10
3.8,0.65798669388831,-19.9662336198948,-19.9613199779943,0,0,0,2.96554635824884,3.01001733788581,3.1553794591623,-4.10127819012801,0,0.3916,1.25870450592894,0.595332774304137,0.00538402587810605,1.01185838959094e-06,1.30952963473968e-05,2.24372386270218e-05,4.11512669811115e-05,3433990.5532025,373644.573846353,1.00000135710092,1,0.8,-19.9700224187202,1.93376563066973e-17,1.83384807339593e-10
4,0.66038012429174,-19.9645297179565,-19.9598494552677,0,0,0,2.96676035969541,3.0113634937093,3.15980230920313,-4.09549049932066,0,0.3916,1.25870330926549,0.593199479124553,0.00512274218439971,9.63664794768357e-07,1.30882884658031e-05,2.24239557381614e-05,4.10972998896911e-05,3434005.77725574,373648.745451785,1.00000133290027,1,0.8,-19.9686481269663,3.59168439415425e-17,-1.41445188894807e-11
4.2,0.66288157294619,-19.9629245218339,-19.9584906223916,0,0,0,2.96860624757303,3.01277385901671,3.16334097181962,-4.09081310992596,0,0.3916,1.25870221948577,0.590957312941416,0.00486241812617919,9.15471984305883e-07,1.30786070212466e-05,2.24101254182047e-05,4.10540408359326e-05,3434019.74988367,373652.821059414,1.00000127623615,1,0.8,-19.9673537812431,3.46068280792749e-17,-1.71901159973231e-10
4.4,0.66039624608671,-19.9612914908032,-19.9566361288694,0,0,0,2.9701024368641,3.01423691991636,3.16679814787059,-4.08656072779771,0,0.3916,1.25870048629636,0.593189440022597,0.00511383651931508,9.63667737223067e-07,1.30701040944887e-05,2.23954875677894e-05,4.10090316053453e-05,3434038.19741581,373652.318954643,1.00000127074756,1,0.801,-19.9660629951806,3.61539072876553e-17,-1.71060332565531e-10
4.6,0.660404701464063,-19.9596302259983,-19.9549606747698,0,0,0,2.97125100439374,3.01573097093485,3.1704844363054,-4.08210311035671,0,0.3916,1.25869899717837,0.593184144390003,0.00510918765486396,9.63669441055142e-07,1.30628867816983e-05,2.23807031834364e-05,4.09606030060544e-05,3434055.36580317,373654.145161506,1.00000130514717,1,0.801,-19.964737756968,5.62263646760957e-17,-2.02150851613681e-10
4.8,0.660413033977543,-19.9579742865922,-19.9533044432966,0,0,0,2.97250904531341,3.01725506341715,3.17403118551253,-4.07785714713454,0,0.3916,1.258697533649,0.593178939756182,0.00510459624425758,9.63671015860192e-07,1.30552431415229e-05,2.23656695492958e-05,4.09137204096836e-05,3434072.21449366,373655.978654219,1.00000130741225,1,0.801,-19.9634161918419,5.35558286120805e-17,-3.12556758252924e-10
5,0.660421317384717,-19.956322614889,-19.9516517445598,0,0,0,2.97383245746382,3.01880829318441,3.1774551616888,-4.07380567960274,0,0.3916,1.25869607313254,0.593173745836966,0.00510004623822413,9.63672637805627e-07,1.30473118952983e-05,2.23503832575341e-05,4.08680053562631e-05,3434089.01267643,373657.788832875,1.0000013070245,1,0.801,-19.9620982843207,5.33279767492691e-17,-2.08777328758458e-10
5.2,0.655763135603233,-19.9545497986437,-19.9494108282109,0,0,0,2.97445008826782,3.02037912857329,3.18149523916149,-4.06927168847799,0,0.3916,1.25869388670685,0.597325185306337,0.00560450573034483,1.06006693058806e-06,1.30421442859226e-05,2.23345950203639e-05,4.081258961619e-05,3434111.32398433,373655.214060649,1.00000137090665,1,0.801,-19.9607077658005,4.5246753036871e-17,-3.5053204783253e-10
5.4,0.660439080087844,-19.9528441886863,-19.9481496937026,0,0,0,2.97560790465871,3.02196561348074,3.18531773113687,-4.06464733237421,0,0.3916,1.2586929627097,0.593162684486047,0.00509023445985232,9.63675952074395e-07,1.30348983943661e-05,2.23193169202722e-05,4.07628367521244e-05,3434124.93614746,373661.698159835,1.00000138383665,1,0.801,-19.9593211229018,4.98284336579083e-17,-3.52387230506679e-10
5.6,0.66293859951713,-19.9512703485115,-19.9468337232022,0,0,0,2.97783561462364,3.02359884508281,3.18795245134776,-4.06143979240185,0,0.3916,1.25869191884041,0.590920578516327,0.00483182532438775,9.15482568397096e-07,1.30233918950342e-05,2.23035477171366e-05,4.07279589820128e-05,3434138.31534273,373665.703431402,1.00000128856754,1,0.801,-19.9580525390336,5.03065572868538e-17,-2.49265830198908e-10
5.8,0.66045443959976,-19.949667651179,-19.9450084387484,0,0,0,2.97965171977887,3.02526852243989,3.19058231618052,-4.05853625280145,0,0.3916,1.25869021089775,0.59315289843477,0.00508190918435063,9.6367887326683e-07,1.30132910213797e-05,2.22871216112595e-05,4.06905115102729e-05,3434156.47035212,373665.160995822,1.00000128303789,1,0.801,-19.9567874395764,6.06464472926646e-17,-8.95700180691961e-11
6,0.660462563574925,-19.9480368089885,-19.9433634355697,0,0,0,2.98108693621446,3.02695334219029,3.19350697922288,-4.05531826215018,0,0.3916,1.25868874897958,0.593147699530713,0.00507752219335202,9.63680586344183e-07,1.3004611807031e-05,2.22707046324553e-05,4.06491447897969e-05,3434173.30944594,373666.938151606,1.00000131308917,1,0.802,-19.9554878688332,5.5179855469763e-17,-1.53065782271256e-10
6.2,0.655806270641686,-19.9462853138695,-19.9411406168216,0,0,0,2.98184977459294,3.02864325221268,3.19708255231478,-4.05154853916512,0,0.3916,1.25868657830954,0.597299330894047,0.00557991669786414,1.06007594429149e-06,1.29986230124747e-05,2.2253918825104e-05,4.0598129046641e-05,3434195.34826642,373664.241611906,1.00000136236112,1,0.797,-19.9541157140788,4.49727908179934e-17,-2.42745157308377e-10
6.4,0.629348044282488,-19.9435141251217,-19.93473110684,0,0,0,2.97671691915264,3.03025186691456,3.20668674613691,-4.04199430020468,0,0.3916,1.25867931444672,0.619961814716315,0.0093676722665653,1.78318135362099e-06,1.30160363260798e-05,2.22354421766106e-05,4.04621619505336e-05,3434257.51630804,373632.742956864,1.0000018008003,1,0.765,-19.9520861857361,2.7519518121141e-17,-2.20583551424625e-11
6.6,0.609674933642242,-19.9392094604331,-19.9262737211369,0,0,0,2.964067827731,3.03163505670334,3.22658913532585,-4.02032160121433,0,0.3916,1.25866997640159,0.635614026822348,0.0133784611479319,2.55478906529556e-06,1.30644775274715e-05,2.22182198028869e-05,4.02017126285728e-05,3434343.69612831,373601.294183059,1.00000277135571,1,0.739,-19.9488011654811,1.72344734986648e-18,2.11524131543683e-11
6.8,0.595104314995271,-19.9333826491281,-19.9164390693197,0,0,0,2.94701439415428,3.03276675553871,3.25593512978205,-3.98641694765266,0,0.3916,1.25865948291315,0.646455836457135,0.0170960530073114,3.27845342809556e-06,1.31331922636718e-05,2.22030086604762e-05,3.9841799976078e-05,3434445.15110282,373573.969871926,1.00000374182441,1,0.718,-19.9442018461222,-4.31204356414667e-17,1.31848754136854e-10
7,0.575313739087293,-19.925347681082,-19.9017197960388,0,0,0,2.92365842388534,3.03363551739849,3.29743617743656,-3.93765827442347,0,0.3916,1.25864350060442,0.660068818644036,0.0232564577236205,4.48514947186872e-06,1.32306903852214e-05,2.21878650626518e-05,3.93524842323095e-05,3434597.44133328,373526.801921026,1.00000496442736,1,0.699,-19.93782503582,9.50583783847323e-17,-3.42070372028047e-10
7.2,0.563943616694911,-19.9152765783618,-19.886817407873,0,0,0,2.89663534650573,3.03423142142078,3.35078841531073,-3.87220386118597,0,0.3916,1.25862813740713,0.667347049483305,0.0273321650763523,5.30615256323765e-06,1.33476461213423e-05,2.21760721536538e-05,3.87639727989561e-05,3434754.30021844,373500.480005486,1.0000063385053,1,0.682,-19.9294963225799,1.09913748092797e-16,-5.7853366541849e-10
7.4,0.559730590582545,-19.9041534655536,-19.8735964755038,0,0,0,2.87315362645887,3.03476519312883,3.40887009677583,-3.79748350265611,0,0.3916,1.25861548439323,0.669999432010758,0.0288798174442002,5.64435572959269e-06,1.34537918969103e-05,2.2166659404988e-05,3.81708707971841e-05,3434892.14792136,373497.495677928,1.00000713573664,1,0.667,-19.9200346948561,2.16437564451563e-17,-2.96028535018422e-10
7.6,0.550449862284018,-19.8916726067254,-19.8566959193884,0,0,0,2.85085305513607,3.03542440940529,3.47150903390342,-3.71587617235191,0,0.3916,1.25859859032481,0.675540958322282,0.0326013521743412,6.41754416707982e-06,1.35570193507324e-05,2.21543517872387e-05,3.75608823118437e-05,3435067.42972933,373475.836172901,1.00000783975945,1,0.653,-19.9094720256139,9.98932424476598e-17,-3.27190718962811e-10
7.8,0.541880029583034,-19.8774867287017,-19.8379152049572,0,0,0,2.82680435815058,3.03620282980356,3.54170926564575,-3.62346551213134,0,0.3916,1.25857992985842,0.680441254493174,0.0362514547201914,7.19106201618129e-06,1.36696274055305e-05,2.21405734612894e-05,3.69092003426967e-05,3435263.93607509,373456.413514603,1.00000887212323,1,0.64,-19.897330862705,-1.41983897783502e-18,-2.69357425253247e-10
8,0.534395667550686,-19.8616631995323,-19.8177239321635,0,0,0,2.80230701006607,3.0371343109613,3.61872228143611,-3.52077826973801,0,0.3916,1.25856012245045,0.684566908058686,0.0395896302966374,7.91654443636939e-06,1.37865147845868e-05,2.21253909924407e-05,3.62323501978574e-05,3435475.14545445,373441.122977587,1.00000987851606,1,0.628,-19.8836350928311,-2.23155065118882e-17,-2.63497668129276e-10
8.2,0.525909295667285,-19.844001577425,-19.7948213231434,0,0,0,2.77686954451205,3.03824649496133,3.70306630602198,-3.40744184083714,0,0.3916,1.25853753837719,0.689043586856444,0.0435758683689348,8.78748452823963e-06,1.39100812411596e-05,2.21078079979102e-05,3.55287487597613e-05,3435715.13607922,373421.377378243,1.00001094204811,1,0.616,-19.8682541508126,9.55209642530515e-18,-2.41580977444755e-10
8.4,0.51976161804279,-19.8246765636319,-19.771295494194,0,0,0,2.75167887727551,3.03957182218268,3.79403236314585,-3.28347063268617,0,0.3916,1.25851484997307,0.692209239641161,0.0465345270725696,9.46521655105494e-06,1.40350189424727e-05,2.20889073246875e-05,3.48146538501286e-05,3435961.38562393,373412.456756937,1.00001200715571,1,0.606,-19.8512215782306,6.40112327360731e-17,-2.9286617575508e-10
8.6,0.51214067599871,-19.8035258683937,-19.7448154316541,0,0,0,2.72641724887132,3.04116503728415,3.8915257861965,-3.14959003129827,0,0.3916,1.25848906948638,0.695966702992361,0.0503713535751461,1.03369201580846e-05,1.41626317351685e-05,2.20666986188844e-05,3.40908571845885e-05,3436238.72726182,373396.731291963,1.00001303278474,1,0.595,-19.8325221554474,7.74975854431377e-17,-3.1078517537253e-10
8.8,0.502411778154135,-19.7799149648544,-19.7140240094143,0,0,0,2.69820409510801,3.04293490699151,3.99907063283443,-3.00158002845704,0,0.3916,1.25845865130448,0.700516032438423,0.0555193409363444,1.14997755764926e-05,1.43073806308666e-05,2.20415176439491e-05,3.33332878752361e-05,3436563.71708734,373371.058584937,1.00001440656723,1,0.586,-19.8115715300036,7.39641875036664e-17,-1.36900712988108e-10
9,0.497639714963722,-19.7544539351592,-19.6844424456743,0,0,0,2.67088365704553,3.04489954137456,4.11426805626759,-2.8401938389429,0,0.3916,1.25843062604005,0.702753442982853,0.0580253379788128,1.21301146589859e-05,1.44512393901397e-05,2.20167457011829e-05,3.25785384448538e-05,3436873.63206721,373371.540245353,1.00001567810625,1,0.576,-19.7886399100623,8.32455510232054e-17,-3.25135030010415e-10
9.2,0.491857587019772,-19.7273331786117,-19.6524521695095,0,0,0,2.64594309929538,3.0472396456476,4.2341716289408,-2.67020650190931,0,0.3916,1.25840017904403,0.705360416368883,0.0611692694880867,1.29061672879725e-05,1.45856109868985e-05,2.19880280213573e-05,3.18431724332808e-05,3437207.80880974,373367.20655224,1.00001664078253,1,0.568,-19.7641935453112,8.9379763627221e-17,-2.28777885524778e-10
9.4,0.488200918094991,-19.6988130444797,-19.6204716710166,0,0,0,2.62342799499107,3.05003637662881,4.35801417497801,-2.49206923224239,0,0.3916,1.25837034936228,0.707033763669031,0.0631222275648075,1.34400334465142e-05,1.47087843333068e-05,2.19560240580912e-05,3.11338784867915e-05,3437540.39041797,373375.325042846,1.00001756682904,1,0.559,-19.7383556279195,1.12848717255033e-16,-1.39400491150354e-10
9.6,0.482781646001308,-19.668691562503,-19.5854507634272,0,0,0,2.60209239761776,3.05334962494001,4.48596377911049,-2.30667276195576,0,0.3916,1.25833721823037,0.709378806990479,0.0661625485321693,1.42167064118868e-05,1.48264236527548e-05,2.19181748609194e-05,3.0443334157235e-05,3437905.66928811,373374.361970768,1.00001845531194,1,0.551,-19.7111325575219,1.12541244295179e-16,-1.22849730388452e-10
9.8,0.477914172407058,-19.6368383747053,-19.5488911819528,0,0,0,2.58086706221496,3.05711359088365,4.61950919599226,-2.11157552203635,0,0.3916,1.25830279448349,0.711449760281234,0.0689239165908336,1.49452043651541e-05,1.49442232996076e-05,2.18762786899671e-05,2.97650861237671e-05,3438287.34318196,373377.667677256,1.00001952961525,1,0.544,-19.6822898265502,6.21355841534969e-17,-3.24181126387657e-10
10,0.472140866107678,-19.6030494747222,-19.5094733775556,0,0,0,2.55932284200216,3.06128606112313,4.75939371011154,-1.90595460656896,0,0.3916,1.25826544416734,0.713812385932083,0.0722963723927594,1.58197348200202e-05,1.50649348956749e-05,2.18300467095689e-05,2.90952350155701e-05,3438699.87315101,373376.750112339,1.00002066615086,1,0.538,-19.6517115275147,2.65970463020218e-17,-9.64631041711073e-10
10.2,0.467945514749464,-19.5675204974652,-19.4694557101244,0,0,0,2.53851570391328,3.06584884934339,4.9051255533381,-1.68952874876781,0,0.3916,1.2582280530523,0.715533038429047,0.0747329994970406,1.65003767489233e-05,1.51828059136967e-05,2.17811256518626e-05,2.84410503922216e-05,3439117.19403318,373386.484027459,1.00002181747557,1,0.531,-19.6194645915181,8.94892426356536e-17,1.22071242003585e-10
10.4,0.462515448089372,-19.5300836140304,-19.426336314784,0,0,0,2.5180282643783,3.07081656415344,5.05677902686891,-1.46277197654452,0,0.3916,1.25818741161931,0.717660844531717,0.0779937432509759,1.73757472462141e-05,1.53000154697143e-05,2.17277661903682e-05,2.7799806654808e-05,3439567.96382928,373389.74248373,1.00002293046594,1,0.525,-19.5855556675234,9.36411863848574e-17,-3.3012703681834e-11
10.6,0.458246836003742,-19.4908112679533,-19.3822128537282,0,0,0,2.498021296041,3.07614648205169,5.2146889863657,-1.22437574777319,0,0.3916,1.25814623322555,0.719328251756371,0.0805530397603221,1.81057051119871e-05,1.54155601540829e-05,2.16717907438434e-05,2.71735342554897e-05,3440028.21566918,373401.599588847,1.00002412171765,1,0.52,-19.5499304519921,8.47757160424203e-17,1.42585498963399e-10
10.8,0.45182618081438,-19.4492429064348,-19.3336286199201,0,0,0,2.47701555143943,3.08176861147051,5.38048042025618,-0.972769389201418,0,0.3916,1.25810017429305,0.721691704424524,0.0845631124775681,1.91765765754667e-05,1.55385090342626e-05,2.16118330882163e-05,2.65532515156602e-05,3440538.11096444,373401.144721158,1.00002539453536,1,0.513,-19.5123469549534,7.27563185208818e-17,-1.67973190912107e-10
11,0.44973279425387,-19.4061641255537,-19.2874657732145,0,0,0,2.45826832468559,3.08772689087552,5.55161665697203,-0.709303844648508,0,0.3916,1.25805795270209,0.722549617164221,0.0857559259332264,1.96153507750757e-05,1.56490079570808e-05,2.15516733838931e-05,2.59574558386992e-05,3441016.51052877,373430.235850309,1.00002660569898,1,0.511,-19.4731881161943,1.38139638752388e-16,4.58442173112417e-10
11.2,0.446119204288192,-19.3617036451363,-19.2385404704222,0,0,0,2.44230481311964,3.09426563776355,5.72521286681913,-0.439976576908821,0,0.3916,1.25801273351189,0.723902866419433,0.087970365109766,2.02976945035189e-05,1.57422832759397e-05,2.14852549036253e-05,2.53882628425331e-05,3441523.93404541,373449.834566076,1.0000274402464,1,0.507,-19.4329621612014,1.09195252395288e-16,8.04029731682476e-10
11.4,0.441050871202938,-19.3152125355797,-19.1858991226303,0,0,0,2.42539019570754,3.10120032316364,5.90537671096346,-0.158990820876632,0,0.3916,1.25796347268806,0.725698521443729,0.0911928561370797,2.12239043159317e-05,1.58414305052485e-05,2.14141618837154e-05,2.48298765825774e-05,3442073.86464255,373461.350259263,1.00002861192721,1,0.504,-19.3910488519049,1.27522080758556e-16,8.88851658942258e-10
11.6,0.437019238606321,-19.2667048031994,-19.1318570312894,0.000140241749722785,0.000333353339013037,0,2.40817403143214,3.10840337023227,6.09095672169472,0.1217113562851,1.02378634999849e-07,0.3916,1.25791311310856,0.727125920334701,0.0937459495252627,2.20046422776252e-05,1.59430347634639e-05,2.13412874107692e-05,2.42818071344775e-05,3442639.53874695,373479.319935549,1.00014347215633,1,0.501,-19.3473300657778,1.33922685224483e-16,1.45904355264292e-09
11.8,0.432764030647899,-19.216049509971,-19.0747495709339,0.00126014363578707,0.00299534974040188,0,2.39144501419884,3.11590031642059,6.26069528373537,0.323624495272604,1.4306451974777e-06,0.3916,1.25785937441376,0.728642376508049,0.0964301304695408,2.28367882711052e-05,1.60418609938527e-05,2.12652638106399e-05,2.37275451154031e-05,3443243.52645127,373463.025366713,1.00161865681503,1,0.498,-19.3019396153692,1.27632618558172e-16,1.14016351915325e-09
12,0.430023005820833,-19.1636058408318,-19.0174098740249,0.00318601952515336,0.00757313887604791,0,2.37650743199489,3.12378334569121,6.40459381532319,0.462205266227697,4.46878815980891e-06,0.3916,1.25780610215932,0.729733140432652,0.0980265271160131,2.34287898268507e-05,1.61290367244866e-05,2.11869468599594e-05,2.31789185193883e-05,3443846.71447887,373409.409334941,1.00493985412821,1,0.495,-19.2551373840846,1.26146499252215e-16,1.52883217197086e-09
12.2,0.423226882636237,-19.1083951958993,-18.9529360209576,0.00565067396557564,0.0134315996329347,0,2.35956370370989,3.13187414036666,6.52851676352662,0.563924840249438,9.15208716722548e-06,0.3916,1.25774469147854,0.732068652599707,0.102424448251398,2.47079911981797e-05,1.62302805187049e-05,2.11040119624936e-05,2.26374321163918e-05,3444531.48272419,373282.355860862,1.00994895247076,1,0.493,-19.2063637815846,1.23668927881496e-16,1.91991489373322e-09
12.4,0.420188720735739,-19.0509377684365,-18.8901706202491,0.00850509704612324,0.0202165368341413,0,2.34278404826246,3.13991082529692,6.63604947914066,0.642881798655401,1.5362223227915e-05,0.3916,1.25768646607174,0.73328401158035,0.10418837726691,2.53564887383675e-05,1.63316669490978e-05,2.10243057049752e-05,2.21211888629263e-05,3445191.83062931,373144.001266,1.01642062730063,1,0.49,-19.1555645282742,1.34066680825516e-16,2.11146122808259e-09
12.6,0.416019423423246,-18.9914837087541,-18.8244288552332,0.0116235250575455,0.0276290113086416,0,2.32781796622625,3.14802430109566,6.72657057880809,0.701317238987728,2.30113271579073e-05,0.3916,1.25762530459417,0.734844382737621,0.106735294176973,2.62042563262296e-05,1.64211763381274e-05,2.0942890651135e-05,2.16374063606871e-05,3445881.79221342,372961.036663942,1.02418133036866,1,0.489,-19.1033182463678,3.05910184065627e-16,-2.29458230194268e-09
12.8,0.411586282894624,-18.9297783636478,-18.7561004055964,0.0149206721693807,0.03546629942805,0,2.31276667701029,3.15595865501685,6.80752609007866,0.748377883606333,3.18771950247092e-05,0.3916,1.25756174086749,0.736472566875112,0.109475786451562,2.71046461880165e-05,1.6511751919358e-05,2.08621920878558e-05,2.11793114592554e-05,3446599.05312302,372748.677416337,1.03291245453475,1,0.487,-19.0493135425956,3.0279649095152e-16,-1.98992111677398e-09
