time_s,V_sim,T_seven_C,T_MEA_C,ice_volume_max,ice_saturation_max,liquid_saturation_max,lambda_aCL,lambda_PEM,lambda_cCL,lambda_oversat_CL,CL_frozen_ion_water,gas_porosity_min,V_Erev,V_act,V_ohm,V_con,R_aCL,R_PEM,R_cCL,jlim_H,jlim_O,reaction_weight_max,nucleation_progress,V_exp,T_exp_C,water_residual,energy_residual
5.4,0.648621041308915,-24.9521154287912,-24.9473459772085,0,0,0,2.96326833986067,3.017866694271,3.2044529052383,-3.26396703278744,0,0.3916,1.26311028144177,0.608871645918638,0.00561663532726253,9.58886955090961e-07,1.44844652978387e-05,2.47307786682711e-05,4.48767812419175e-05,3383147.17061819,368114.116165207,1.00000147719062,1,0.801,-24.9593484385975,1.86697708277873e-17,-1.22307630689988e-09
5.6,0.6511032983261,-24.9505176929412,-24.9460108551819,0,0,0,2.96527716091795,3.01935182415479,3.2077027353051,-3.25970368241695,0,0.3916,1.26310922277837,0.606673680869382,0.00533133264997774,9.1093290981897e-07,1.44729139180709e-05,2.47147900315158e-05,4.48330219947951e-05,3383160.76055564,368118.161163176,1.00000137984602,1,0.801,-24.9580790687409,4.45093314469473e-17,-1.21740656444658e-09
5.8,0.648637707673876,-24.9488908480753,-24.9441613004756,0,0,0,2.96692143526044,3.02087791682755,3.21091739672028,-3.25573617863884,0,0.3916,1.26310749295533,0.608861729444722,0.00560709694694604,9.58889781629248e-07,1.44627833785624e-05,2.46980010047958e-05,4.47867343628742e-05,3383179.32978867,368117.711081299,1.00000137938397,1,0.801,-24.9568132021896,6.10753106617713e-18,-1.36523936600241e-09
6,0.648646525396091,-24.9472348231721,-24.9424865418347,0,0,0,2.96816407652633,3.02242674086209,3.2144073671749,-3.25150529646771,0,0.3916,1.26310600303791,0.608856430969201,0.00560208778090386,9.58891718790991e-07,1.44542623154849e-05,2.46811407449579e-05,4.47362268202506e-05,3383196.53850631,368119.467996074,1.00000140764938,1,0.802,-24.9555127513403,4.92449073665889e-18,-1.41112216356376e-09
6.2,0.644020699309487,-24.9454569762804,-24.9402321719948,0,0,0,2.96870493534806,3.02398793314981,3.21853180604229,-3.24672206564622,0,0.3916,1.26310380229307,0.612925839047601,0.00615620912749423,1.05480848823675e-06,1.44488667663779e-05,2.46637760375339e-05,4.46751465429406e-05,3383219.10096662,368116.831478877,1.00000145765403,1,0.797,-24.9541394625192,4.13411899961998e-17,-1.4583388940892e-09
6.4,0.617619729617443,-24.9426453837839,-24.9337320461289,0,0,0,2.96310063921695,3.02547740981613,3.22873405693494,-3.2358757737734,0,0.3916,1.26309643487073,0.63514005823972,0.0103348726879582,1.77432561180257e-06,1.44708792079633e-05,2.4644287221405e-05,4.45190612585057e-05,3383283.38290529,368085.590353322,1.00000192629526,1,0.765,-24.9521054808169,1.54945619458861e-17,-1.47612705392319e-09
6.6,0.597842804516406,-24.9382800967917,-24.9251597758659,0,0,0,2.94931318820693,3.02674900578709,3.24941536126056,-3.21274876781683,0,0.3916,1.263086969975,0.650482224974239,0.0147593983757,2.54210865417459e-06,1.4530352399283e-05,2.46260755185317e-05,4.42227741168479e-05,3383372.12045898,368054.461046132,1.00000290967779,1,0.739,-24.9488051436863,3.45449152647866e-18,-1.44637496424238e-09
6.8,0.583103989804529,-24.9323706395768,-24.9151795295462,0,0,0,2.93040525407846,3.02775350837183,3.27982797415703,-3.17718701212067,0,0.3916,1.26307631902424,0.661108806729164,0.0188602602990883,3.26219145605047e-06,1.46157266964088e-05,2.46102492600939e-05,4.38131250820821e-05,3383476.45057202,368027.363892807,1.00000388679075,1,0.717,-24.9441735627157,-1.30549482391161e-17,-1.4334680664696e-09
7,0.562948386908365,-24.9242221294215,-24.9002525692073,0,0,0,2.90449121079491,3.0284492729609,3.32278874754551,-3.12615364226747,0,0.3916,1.26306010765139,0.674451316367874,0.0256559414537209,4.46292143280168e-06,1.47372426157361e-05,2.45948590945048e-05,4.3256610768011e-05,3383633.31277657,367980.819008052,1.00000514628178,1,0.698,-24.9377337624151,8.37503826597689e-20,-1.32941246899776e-09
7.2,0.551303059560427,-24.914006358619,-24.8851298933993,0,0,0,2.87413193692673,3.02879792384793,3.37812863515165,-3.05797006660569,0,0.3916,1.26304451230233,0.681584177998735,0.0301519948701651,5.27987300632738e-06,1.48849051487066e-05,2.4584039184991e-05,4.25860960813934e-05,3383794.42923455,367954.996936852,1.00000657329101,1,0.682,-24.9292996921439,-3.64005526939839e-17,-1.14721843136323e-09
7.4,0.546983822318278,-24.9027214275491,-24.871708353064,0,0,0,2.84694517658408,3.02897452970095,3.43872717767863,-2.9800415435483,0,0.3916,1.26303166328302,0.684182787946761,0.0318594366065016,5.61641148238143e-06,1.50231900854754e-05,2.45771730809967e-05,4.19074085580576e-05,3383935.51341015,367952.300367047,1.00000741206889,1,0.666,-24.9197055043265,-6.23667182689789e-17,-2.05019334842405e-10
7.6,0.537429321458275,-24.8900579929609,-24.8545566521215,0,0,0,2.8209020742309,3.02913975218816,3.5043942372592,-2.89418009513378,0,0.3916,1.26301451529876,0.689613099415656,0.0359657086327131,6.3857921201002e-06,1.51601036404826e-05,2.45684862507678e-05,4.12083252644795e-05,3384115.37047173,367931.180422306,1.00000815707905,1,0.652,-24.9089823155497,-9.44181802952856e-17,-6.48335163333513e-10
7.8,0.528579061899469,-24.8756622129444,-24.8354915224606,0,0,0,2.7929134260035,3.02928116113147,3.57820753149834,-2.79646345092307,0,0.3916,1.26299556796085,0.69441464470707,0.0399947058482938,7.15550601460202e-06,1.53100939408802e-05,2.45596956061416e-05,4.04617263726629e-05,3384316.95999916,367912.345536865,1.00000924431723,1,0.64,-24.8966369295883,-1.04649332446493e-16,-7.8755724164381e-10
8,0.520828958081884,-24.8596009390243,-24.814982750075,0,0,0,2.76423638349131,3.0294262860399,3.65945799077121,-2.68737789161548,0,0.3916,1.2629754427335,0.698456686302222,0.0436819209214872,7.8774279038738e-06,1.54675660986486e-05,2.45509662575212e-05,3.96864800780412e-05,3384533.60686296,367897.595930701,1.00001030560632,1,0.627,-24.8826915344138,-1.10484224782772e-16,-7.07217950868255e-10
8.2,0.512013303297858,-24.8416714256582,-24.7917263923944,0,0,0,2.73440902539299,3.02959172696692,3.74869113544317,-2.5663676525416,0,0.3916,1.26295250522533,0.702842575048484,0.0480878827831107,8.74409587506273e-06,1.56354287277079e-05,2.45412777717748e-05,3.88816917603115e-05,3384779.83056753,367878.607864614,1.00001143564733,1,0.616,-24.8670092636456,-1.17328409815265e-16,-8.80145734072357e-10
