time_s,V_sim,T_seven_C,T_MEA_C,ice_volume_max,ice_saturation_max,liquid_saturation_max,lambda_aCL,lambda_PEM,lambda_cCL,lambda_oversat_CL,CL_frozen_ion_water,gas_porosity_min,V_Erev,V_act,V_ohm,V_con,R_aCL,R_PEM,R_cCL,jlim_H,jlim_O,reaction_weight_max,nucleation_progress,V_exp,T_exp_C,water_residual,energy_residual
8.4,0.505612239069079,-24.8220487063191,-24.7678236268317,0,0,0,2.70461448469156,3.02980086210054,3.84523538406059,-2.43350778988765,0,0.3916,1.26292944697839,0.705943260701004,0.0513645286953105,9.41851300127896e-06,1.58076366211664e-05,2.4532006940623e-05,3.80657247784099e-05,3385032.26736337,367870.304895328,1.00001256414006,1,0.606,-24.8496233679612,-1.05119541611337e-16,-1.1146299438991e-09
8.6,0.497652653557548,-24.8005681538895,-24.7409184806966,0,0,0,2.67462123243352,3.03009772353151,3.94900437986313,-2.28925842631988,0,0.3916,1.26290324608705,0.709623769723026,0.0556165368520637,1.02859544135937e-05,1.5985613207987e-05,2.45209680337246e-05,3.72401975721918e-05,3385316.83716471,367855.416409492,1.00001366541335,1,0.595,-24.8305172389075,-1.06198767465258e-16,-1.06180353398599e-09
8.8,0.487454751902932,-24.7765824438335,-24.7096214084895,0,0,0,2.64145970303931,3.03038090752713,4.06358696648945,-2.129162051402,0,0.3916,1.26287231946309,0.714080019592964,0.0613261048355366,1.1443131653318e-05,1.61869229402951e-05,2.45085937206423e-05,3.6379314285145e-05,3385650.67896959,367830.795045723,1.00001512852653,1,0.586,-24.8090830422651,-1.27333510048673e-16,-7.5243922204038e-10
9,0.482433923331255,-24.750710425747,-24.6795453969857,0,0,0,2.60891541279296,3.03066173791338,4.18663461143528,-1.95428095308493,0,0.3916,1.26284381680068,0.716270184633808,0.0641276384310206,1.20704045940749e-05,1.63907545652691e-05,2.44989607316106e-05,3.55233302991333e-05,3385968.42428966,367832.133846272,1.00001650226674,1,0.576,-24.7856011553827,-1.40048215740789e-16,-8.09993627726158e-10
9.2,0.476333926608221,-24.7231462739597,-24.6470158194616,0,0,0,2.57872138125353,3.03110845061688,4.3151610810012,-1.7690514082407,0,0.3916,1.26281284842175,0.718822374723304,0.0676437044057235,1.28426845052489e-05,1.65861883278933e-05,2.44871811592306e-05,3.46908343890342e-05,3386311.24000737,367828.777766749,1.00001755900794,1,0.567,-24.760557849607,-1.1866317492146e-16,-9.23412013520419e-10
9.4,0.472457358010419,-24.6941539544588,-24.614488359291,0,0,0,2.55097282861026,3.03179931042644,4.44839378016073,-1.57401233231073,0,0.3916,1.26278250114355,0.720459399235131,0.0698523699314524,1.33739665532111e-05,1.67706389652553e-05,2.44740634044333e-05,3.38893555052397e-05,3386652.08641095,367837.744102932,1.00001857587454,1,0.559,-24.7340827000465,-1.0577990967284e-16,-1.14143405838263e-09
9.6,0.466704917925792,-24.6635277903235,-24.5788631415203,0,0,0,2.52448418925321,3.03279558185616,4.58647238074918,-1.36976925002672,0,0.3916,1.26274878981976,0.722754526534919,0.0732751984842629,1.41468747857332e-05,1.69505072571111e-05,2.44565468853332e-05,3.31112626627655e-05,3387026.8861651,367837.869323147,1.00001956400304,1,0.551,-24.7061837464223,-1.0945698557599e-16,-1.1177361258774e-09
9.8,0.461515128653589,-24.6311330247371,-24.5416607686004,0,0,0,2.49809326338822,3.03403474676307,4.73090261512111,-1.15390807790518,0,0.3916,1.26271375150401,0.724780804309061,0.0764029466910044,1.48718503553847e-05,1.71328943675071e-05,2.44366172347529e-05,3.23498827258123e-05,3387418.51369964,367842.272510213,1.0000207215892,1,0.544,-24.6766182570565,-1.02636041009988e-16,-1.20298748740311e-09
10,0.455342885317055,-24.5967601070289,-24.5015333411821,0,0,0,2.47134026083097,3.0354725709963,4.88244615713737,-0.925420487224413,0,0.3916,1.26267571605969,0.727092654995722,0.0802244335897796,1.5742157131988e-05,1.73214304947327e-05,2.44138816109204e-05,3.16010896610235e-05,3387842.16719757,367842.581468802,1.00002193650261,1,0.537,-24.6452668796771,-1.4494131331884e-16,-1.39495526241262e-09
10.2,0.450821801246849,-24.5606072402619,-24.4607869718031,0,0,0,2.44524147047746,3.03709138666413,5.04062536302659,-0.684129828115755,0,0.3916,1.26263763227356,0.728775165246596,0.083024246256994,1.64195231203633e-05,1.7509343554425e-05,2.43902514673729e-05,3.08726824440941e-05,3388270.50276363,367853.51830839,1.00002316390921,1,0.53,-24.612201248928,-1.36681895050164e-16,-1.31554545035328e-09
10.4,0.44496484967496,-24.5225015015112,-24.4168641893042,0,0,0,2.41944354752449,3.03890204832205,5.20550807033954,-0.430253676679215,0,0.3916,1.26259621847276,0.730856417298945,0.0867576608180076,1.72906808465167e-05,1.76991802012971e-05,2.43636525392113e-05,3.01615996490635e-05,3388733.68328851,367858.16808676,1.00002436239604,1,0.525,-24.5774298614072,-4.96016141165014e-17,-5.88469317719387e-09
10.6,0.440319506974338,-24.4825152147939,-24.3719069825137,0,0,0,2.39407113908931,3.04086142784937,5.37744250191253,-0.162551862148532,0,0.3916,1.26255424753821,0.732486259004103,0.0897304644221796,1.80171375850202e-05,1.78898359572201e-05,2.43361920145585e-05,2.9470043471859e-05,3389206.45870608,367871.415082065,1.0000256386175,1,0.519,-24.5408981444579,-9.95155716323028e-17,-3.13814840779969e-09
10.8,0.433346766272757,-24.4401484277347,-24.3221297192039,0.000114602569619464,0.000272409245589408,0,2.36768089503766,3.0428945235745,5.55640365529779,0.108598227190901,9.06516020359922e-08,0.3916,1.26250685000017,0.734800947060551,0.0943400536578643,1.90830089993606e-05,1.80925244701513e-05,2.43059942807819e-05,2.87859162448569e-05,3389735.87255871,367870.66735317,1.00012746901887,1,0.512,-24.502356050682,-4.31988920682061e-17,-3.39207906208117e-09
11,0.430954844611168,-24.3960199638885,-24.2739528746267,0.00114938031030835,0.0027320663425442,0,2.34344054289038,3.0450535871259,5.71832326963552,0.299813938768939,1.4527787414329e-06,0.3916,1.26246201536472,0.735696794212949,0.0957908547170965,1.95218235115447e-05,1.82823381360655e-05,2.42770011595292e-05,2.81064112705293e-05,3390247.8095682,367864.26300829,1.0016416745456,1,0.51,-24.4622045349604,-1.37298323277528e-16,-3.50980799979084e-09
11.2,0.426860990454803,-24.350234925137,-24.2226883229305,0.00292669898488687,0.00695673635580429,0,2.32206770282475,3.04759632409556,5.85075386208021,0.424429372795525,4.62923341936485e-06,0.3916,1.26241387335989,0.737161281344599,0.0983713954916397,2.02060688511614e-05,1.8452628245823e-05,2.42424698920201e-05,2.74422117284262e-05,3390793.04135897,367796.593035616,1.00512482618324,1,0.506,-24.420975736585,-1.99342639630958e-16,-3.31601679448568e-09
11.4,0.421102291015359,-24.30215603613,-24.1674729182632,0.00518437743269707,0.0123232170969743,0,2.29983464956436,3.05033365359168,5.96151845302313,0.512611448978419,9.45963022932578e-06,0.3916,1.26236152780161,0.739131169239297,0.102106931368946,2.11361780077858e-05,1.86323626523432e-05,2.42042177880437e-05,2.67990364655275e-05,3391383.33444877,367674.829256715,1.01032008908899,1,0.502,-24.3780235322533,-5.3286842711768e-17,-3.22067439384455e-09
11.6,0.416339716768719,-24.2518483701805,-24.1110335186156,0.0077728151251087,0.0184759094963363,0,2.27725001945967,3.05307907810852,6.05484180435422,0.578571557205768,1.58106673817592e-05,0.3916,1.26230860028812,0.740798381688796,0.105148577486615,2.19243439882642e-05,1.88182479385174e-05,2.4166362849381e-05,2.61916424685867e-05,3391983.43082438,367520.521871405,1.01700258696253,1,0.499,-24.3332268849088,-8.22405464312882e-16,-3.65189745110683e-09
